linha;serie;clube_id;jogador_chave;clube;clube_curto;jogador;posicao;setor;forca;idade;valor_brl;pe;numero;nacionalidade;moral;energia;homonimo;no_patch;salario_semanal
1482;C;br_C_ypiranga;br_C_ypiranga|dionisio;Erechim FC;Erechim FC;Fábio Ribeiro;VOL;MID;24;30;810000;R;;Brasil;70;100;;editado;14000
1483;C;br_C_ypiranga;br_C_ypiranga|nicolasschulz;Erechim FC;Erechim FC;Matheus Almeida;ZAG;DEF;23;32;680000;R;;Brasil;70;100;;editado;13000
1484;C;br_C_ypiranga;br_C_ypiranga|dudu;Erechim FC;Erechim FC;Carlos Rodrigues;MC;MID;23;20;770000;R;;Brasil;70;100;;editado;13000
1485;C;br_C_ypiranga;br_C_ypiranga|lucasramos;Erechim FC;Erechim FC;Alan Correia;VOL;MID;23;32;680000;R;;Brasil;70;100;;editado;13000
1486;C;br_C_ypiranga;br_C_ypiranga|henrique;Erechim FC;Erechim FC;Vagner Lima;PE;ATT;23;31;720000;R;;Brasil;70;100;;editado;13000
1487;C;br_C_ypiranga;br_C_ypiranga|marcelinho;Erechim FC;Erechim FC;Marcos Correia;CA;ATT;23;20;770000;R;;Brasil;70;100;;editado;13000
1488;C;br_C_ypiranga;br_C_ypiranga|renangorne;Erechim FC;Erechim FC;Thiago Nunes;PE;ATT;23;29;800000;L;;Brasil;70;100;;editado;13000
1489;C;br_C_ypiranga;br_C_ypiranga|zecarlos;Erechim FC;Erechim FC;Tiago Pereira;GOL;GK;22;29;750000;R;;Brasil;70;100;;editado;12000
1490;C;br_C_ypiranga;br_C_ypiranga|walace;Erechim FC;Erechim FC;Marcos Moreira;LAD;DEF;22;31;670000;R;;Brasil;70;100;;editado;12000
1491;C;br_C_ypiranga;br_C_ypiranga|maxuelcassio;Erechim FC;Erechim FC;João Guimarães;SA;ATT;22;20;720000;L;;Brasil;70;100;;editado;12000
1492;C;br_C_ypiranga;br_C_ypiranga|reinaldo;Erechim FC;Erechim FC;Beiçola;ZAG;DEF;21;20;660000;R;;Brasil;70;100;;editado;11000
1493;C;br_C_ypiranga;br_C_ypiranga|estevao;Erechim FC;Erechim FC;Buldogue;MEI;MID;21;31;620000;R;;Brasil;70;100;;editado;11000
1494;C;br_C_ypiranga;br_C_ypiranga|ramonvinicius;Erechim FC;Erechim FC;Gustavo Costa;MC;MID;21;29;690000;R;;Brasil;70;100;;editado;11000
1495;C;br_C_ypiranga;br_C_ypiranga|williangomes;Erechim FC;Erechim FC;Emerson Peixoto;LAE;DEF;20;27;700000;R;;Brasil;70;100;;editado;10000
1496;C;br_C_ypiranga;br_C_ypiranga|sergiorocha;Erechim FC;Erechim FC;Ricardo Barbosa;ZAG;DEF;20;19;600000;R;;Brasil;70;100;;editado;10000
1497;C;br_C_ypiranga;br_C_ypiranga|gabrielwerner;Erechim FC;Erechim FC;Francisco Souza;GOL;GK;18;21;530000;R;;Brasil;70;100;;editado;8400
1498;C;br_C_ypiranga;br_C_ypiranga|marlone;Erechim FC;Erechim FC;Formiga;MEI;MID;18;28;570000;L;;Brasil;70;100;;editado;8400
1499;C;br_C_ypiranga;br_C_ypiranga|felipeferreira;Erechim FC;Erechim FC;André Monteiro;CA;ATT;18;33;440000;R;;Brasil;70;100;;editado;8400
1500;C;br_C_ypiranga;br_C_ypiranga|kaiquebarbosa;Erechim FC;Erechim FC;Alan Guimarães;ZAG;DEF;18;22;550000;R;;Brasil;70;100;;editado;8400
1501;C;br_C_ypiranga;br_C_ypiranga|gustavosimoes;Erechim FC;Erechim FC;Wesley Pereira;PD;ATT;17;21;490000;R;;Brasil;70;100;;editado;7600
1502;D;br_D_abc;br_D_abc|matheusalves;Elefante Potiguar;Elefante Potiguar;Valdir Machado;GOL;GK;11;30;220000;R;;Brasil;70;100;;editado;3600
1503;D;br_D_abc;br_D_abc|rodolfo;Elefante Potiguar;Elefante Potiguar;Diego Guimarães;GOL;GK;11;33;180000;L;;Brasil;70;100;;editado;3600
1504;D;br_D_abc;br_D_abc|edson;Elefante Potiguar;Elefante Potiguar;Lucas Ribeiro;ZAG;DEF;11;29;230000;R;;Brasil;70;100;;editado;3600
1505;D;br_D_abc;br_D_abc|wellingtoncarvalho;Elefante Potiguar;Elefante Potiguar;Cícero Machado;ZAG;DEF;11;31;210000;L;;Brasil;70;100;;editado;3600
1506;D;br_D_abc;br_D_abc|lucarmarques;Elefante Potiguar;Elefante Potiguar;Júlio Nascimento;ZAG;DEF;11;23;230000;R;;Brasil;70;100;;editado;3600
1507;D;br_D_abc;br_D_abc|brunao;Elefante Potiguar;Elefante Potiguar;Muralha;CA;ATT;11;27;250000;R;;Brasil;70;100;;editado;3600
1508;D;br_D_abc;br_D_abc|welligntonreis;Elefante Potiguar;Elefante Potiguar;Adriano Barbosa;VOL;MID;10;22;180000;R;;Brasil;70;100;;editado;3000
1509;D;br_D_abc;br_D_abc|joaopedro;Elefante Potiguar;Elefante Potiguar;Adriano Guimarães;MC;MID;10;33;150000;L;;Brasil;70;100;;editado;3000
1510;D;br_D_abc;br_D_abc|luisfelipe;Elefante Potiguar;Elefante Potiguar;Hugo Lima;CA;ATT;10;24;190000;R;;Brasil;70;100;;editado;3000
1511;D;br_D_abc;br_D_abc|rikelmi;Elefante Potiguar;Elefante Potiguar;Robson Melo;SA;ATT;10;31;160000;L;;Brasil;70;100;;editado;3000
1512;D;br_D_abc;br_D_abc|fabao;Elefante Potiguar;Elefante Potiguar;Rodrigo Araújo;ZAG;DEF;9;23;160000;R;;Brasil;70;100;;editado;2600
1513;D;br_D_abc;br_D_abc|joaovictor;Elefante Potiguar;Elefante Potiguar;Francisco Barbosa;LAD;DEF;9;20;150000;R;;Brasil;70;100;;editado;2600
1514;D;br_D_abc;br_D_abc|mauricio;Elefante Potiguar;Elefante Potiguar;Douglas Vieira;ZAG;DEF;9;31;140000;R;;Brasil;70;100;;editado;2600
1515;D;br_D_abc;br_D_abc|jonathan;Elefante Potiguar;Elefante Potiguar;Cleiton Gomes;MEI;MID;9;29;160000;L;;Brasil;70;100;;editado;2600
1516;D;br_D_abc;br_D_abc|lima;Elefante Potiguar;Elefante Potiguar;Sebastião Andrade;VOL;MID;9;29;160000;R;;Brasil;70;100;;editado;2600
1517;D;br_D_abc;br_D_abc|jhosefer;Elefante Potiguar;Elefante Potiguar;Renato Xavier;MC;MID;7;32;100000;R;;Brasil;70;100;;editado;1800
1518;D;br_D_abc;br_D_abc|brunoleite;Elefante Potiguar;Elefante Potiguar;José Melo;MEI;MID;7;31;100000;R;;Brasil;70;100;;editado;1800
1519;D;br_D_abc;br_D_abc|esquerdinha;Elefante Potiguar;Elefante Potiguar;Tiago Dias;PD;ATT;7;25;120000;R;;Brasil;70;100;;editado;1800
1520;D;br_D_abc;br_D_abc|igorbahia;Elefante Potiguar;Elefante Potiguar;Elias Pinto;PE;ATT;7;30;110000;R;;Brasil;70;100;;editado;1800
1521;D;br_D_abc;br_D_abc|wallysom;Elefante Potiguar;Elefante Potiguar;Emerson Tavares;PE;ATT;7;26;130000;R;;Brasil;70;100;;editado;1800
1522;D;br_D_aguiademaraba;br_D_aguiademaraba|kauapatrick;Águia de Carajás;Águia de Carajás;Jean Batista;VOL;MID;12;26;290000;R;;Brasil;70;100;;editado;4200
1523;D;br_D_aguiademaraba;br_D_aguiademaraba|esdras;Águia de Carajás;Águia de Carajás;Vagner Gomes;VOL;MID;12;24;280000;L;;Brasil;70;100;;editado;4200
1524;D;br_D_aguiademaraba;br_D_aguiademaraba|welvessantos;Águia de Carajás;Águia de Carajás;Lucas Pereira;PD;ATT;12;26;290000;R;;Brasil;70;100;;editado;4200
1525;D;br_D_aguiademaraba;br_D_aguiademaraba|bielpotiguar;Águia de Carajás;Águia de Carajás;Denilson Almeida;LAE;DEF;11;21;220000;L;;Brasil;70;100;;editado;3600
1526;D;br_D_aguiademaraba;br_D_aguiademaraba|kauancardoso;Águia de Carajás;Águia de Carajás;Kaique Pereira;LAD;DEF;11;25;240000;R;;Brasil;70;100;;editado;3600
1527;D;br_D_aguiademaraba;br_D_aguiademaraba|luccalanes;Águia de Carajás;Águia de Carajás;Furacão;VOL;MID;11;27;250000;R;;Brasil;70;100;;editado;3600
1528;D;br_D_aguiademaraba;br_D_aguiademaraba|murilo;Águia de Carajás;Águia de Carajás;Robinho Freitas;MC;MID;11;24;240000;R;;Brasil;70;100;;editado;3600
1529;D;br_D_aguiademaraba;br_D_aguiademaraba|ericojunior;Águia de Carajás;Águia de Carajás;Alan Xavier;MC;MID;11;22;230000;R;;Brasil;70;100;;editado;3600
1530;D;br_D_aguiademaraba;br_D_aguiademaraba|kaique;Águia de Carajás;Águia de Carajás;Vagner Nunes;MEI;MID;11;22;230000;R;;Brasil;70;100;;editado;3600
1531;D;br_D_aguiademaraba;br_D_aguiademaraba|thalyson;Águia de Carajás;Águia de Carajás;Eduardo Nascimento;CA;ATT;11;30;220000;R;;Brasil;70;100;;editado;3600
1532;D;br_D_aguiademaraba;br_D_aguiademaraba|fidelrocha;Águia de Carajás;Águia de Carajás;Ricardo Silva;SA;ATT;11;21;220000;R;;Brasil;70;100;;editado;3600
1533;D;br_D_aguiademaraba;br_D_aguiademaraba|pablorykelme;Águia de Carajás;Águia de Carajás;Márcio Santos;PE;ATT;11;21;220000;R;;Brasil;70;100;;editado;3600
1534;D;br_D_aguiademaraba;br_D_aguiademaraba|alanpires;Águia de Carajás;Águia de Carajás;Lucas Rodrigues;LAD;DEF;10;23;190000;R;;Brasil;70;100;;editado;3000
1535;D;br_D_aguiademaraba;br_D_aguiademaraba|yagomelo;Águia de Carajás;Águia de Carajás;Vagner Almeida;MEI;MID;10;23;190000;R;;Brasil;70;100;;editado;3000
1536;D;br_D_aguiademaraba;br_D_aguiademaraba|jeffersonriguimar;Águia de Carajás;Águia de Carajás;Robinho Farias;GOL;GK;9;20;150000;R;;Brasil;70;100;;editado;2600
1537;D;br_D_aguiademaraba;br_D_aguiademaraba|carlosalberto;Águia de Carajás;Águia de Carajás;Júlio Pinto;ZAG;DEF;9;21;160000;R;;Brasil;70;100;;editado;2600
1538;D;br_D_aguiademaraba;br_D_aguiademaraba|brunolimao;Águia de Carajás;Águia de Carajás;Vitor Santos;ZAG;DEF;9;26;170000;R;;Brasil;70;100;;editado;2600
1539;D;br_D_aguiademaraba;br_D_aguiademaraba|romulocabral;Águia de Carajás;Águia de Carajás;Marcos Souza;PE;ATT;9;26;170000;R;;Brasil;70;100;;editado;2600
1540;D;br_D_aguiademaraba;br_D_aguiademaraba|axel;Águia de Carajás;Águia de Carajás;Ricardo Xavier;GOL;GK;8;20;130000;R;;Brasil;70;100;;editado;2200
1541;D;br_D_aguiademaraba;br_D_aguiademaraba|wylhamysaraujo;Águia de Carajás;Águia de Carajás;Otávio Oliveira;CA;ATT;7;22;120000;R;;Brasil;70;100;;editado;1800
1542;D;br_D_americarn;br_D_americarn|renandida;Alvirrubro Potiguar;Alvirrubro Potiguar;Rodrigo Costa;GOL;GK;12;26;290000;R;;Brasil;70;100;;editado;4200
1543;D;br_D_americarn;br_D_americarn|guilhermeparaiba;Alvirrubro Potiguar;Alvirrubro Potiguar;Danilo Correia;ZAG;DEF;12;20;260000;R;;Brasil;70;100;;editado;4200
1544;D;br_D_americarn;br_D_americarn|elierce;Alvirrubro Potiguar;Alvirrubro Potiguar;Wallace Teixeira;MEI;MID;12;29;270000;R;;Brasil;70;100;;editado;4200
1545;D;br_D_americarn;br_D_americarn|lucasrodrigues;Alvirrubro Potiguar;Alvirrubro Potiguar;Pedro Machado;LAE;DEF;11;30;220000;R;;Brasil;70;100;;editado;3600
1546;D;br_D_americarn;br_D_americarn|heitor;Alvirrubro Potiguar;Alvirrubro Potiguar;Gato;ZAG;DEF;11;27;250000;R;;Brasil;70;100;;editado;3600
1547;D;br_D_americarn;br_D_americarn|italomelo;Alvirrubro Potiguar;Alvirrubro Potiguar;Cleiton Martins;VOL;MID;11;32;190000;L;;Brasil;70;100;;editado;3600
1548;D;br_D_americarn;br_D_americarn|joaozinho;Alvirrubro Potiguar;Alvirrubro Potiguar;Felipe Freitas;PD;ATT;11;29;230000;L;;Brasil;70;100;;editado;3600
1549;D;br_D_americarn;br_D_americarn|giva;Alvirrubro Potiguar;Alvirrubro Potiguar;Igor Rodrigues;PE;ATT;11;33;180000;R;;Brasil;70;100;;editado;3600
1550;D;br_D_americarn;br_D_americarn|lucasoliveira;Alvirrubro Potiguar;Alvirrubro Potiguar;Eduardo Nunes;ZAG;DEF;10;23;190000;R;;Brasil;70;100;;editado;3000
1551;D;br_D_americarn;br_D_americarn|hiago;Alvirrubro Potiguar;Alvirrubro Potiguar;Gordinho;ZAG;DEF;10;32;160000;L;;Brasil;70;100;;editado;3000
1552;D;br_D_americarn;br_D_americarn|lucasmendes;Alvirrubro Potiguar;Alvirrubro Potiguar;Gabriel Xavier;LAD;DEF;10;28;190000;R;;Brasil;70;100;;editado;3000
1553;D;br_D_americarn;br_D_americarn|jonathan;Alvirrubro Potiguar;Alvirrubro Potiguar;Matheus Correia;GOL;GK;9;29;160000;L;;Brasil;70;100;;editado;2600
1554;D;br_D_americarn;br_D_americarn|rafaeljansen;Alvirrubro Potiguar;Alvirrubro Potiguar;Samuel Guimarães;LAD;DEF;9;28;170000;R;;Brasil;70;100;;editado;2600
1555;D;br_D_americarn;br_D_americarn|dudu;Alvirrubro Potiguar;Alvirrubro Potiguar;Robson Oliveira;VOL;MID;9;20;150000;R;;Brasil;70;100;;editado;2600
1556;D;br_D_americarn;br_D_americarn|salatiel;Alvirrubro Potiguar;Alvirrubro Potiguar;Maicon Oliveira;CA;ATT;9;25;170000;R;;Brasil;70;100;;editado;2600
1557;D;br_D_americarn;br_D_americarn|robson;Alvirrubro Potiguar;Alvirrubro Potiguar;Robson Martins;MC;MID;8;29;140000;R;;Brasil;70;100;;editado;2200
1558;D;br_D_americarn;br_D_americarn|romarinho;Alvirrubro Potiguar;Alvirrubro Potiguar;Matheus Monteiro;MC;MID;7;23;120000;L;;Brasil;70;100;;editado;1800
1559;D;br_D_americarn;br_D_americarn|marquinhos;Alvirrubro Potiguar;Alvirrubro Potiguar;Antônio Cardoso;MEI;MID;7;25;120000;R;;Brasil;70;100;;editado;1800
1560;D;br_D_americarn;br_D_americarn|antoniofilho;Alvirrubro Potiguar;Alvirrubro Potiguar;Douglas Nascimento;MC;MID;7;29;120000;R;;Brasil;70;100;;editado;1800
1561;D;br_D_americarn;br_D_americarn|thiaguinho;Alvirrubro Potiguar;Alvirrubro Potiguar;Nathan Araújo;CA;ATT;7;24;120000;R;;Brasil;70;100;;editado;1800
1562;D;br_D_asa;br_D_asa|crismerio;Fantasma FC;Fantasma FC;Bruno Farias;GOL;GK;12;33;220000;R;;Brasil;70;100;;editado;4200
1563;D;br_D_asa;br_D_asa|jeferson;Fantasma FC;Fantasma FC;Diego Freitas;MC;MID;12;20;260000;R;;Brasil;70;100;;editado;4200
1564;D;br_D_asa;br_D_asa|leocarvalho;Fantasma FC;Fantasma FC;Eduardo Moreira;VOL;MID;12;26;290000;R;;Brasil;70;100;;editado;4200
1565;D;br_D_asa;br_D_asa|filiperamon;Fantasma FC;Fantasma FC;Rafael Pinto;LAD;DEF;10;28;190000;R;;Brasil;70;100;;editado;3000
1566;D;br_D_asa;br_D_asa|vinilocatelli;Fantasma FC;Fantasma FC;Wallace Farias;VOL;MID;10;23;190000;R;;Brasil;70;100;;editado;3000
1567;D;br_D_asa;br_D_asa|alexbruno;Fantasma FC;Fantasma FC;Francisco Costa;CA;ATT;10;20;170000;R;;Brasil;70;100;;editado;3000
1568;D;br_D_asa;br_D_asa|arthurzinho;Fantasma FC;Fantasma FC;Grilo;ZAG;DEF;9;32;140000;R;;Brasil;70;100;;editado;2600
1569;D;br_D_asa;br_D_asa|fabio;Fantasma FC;Fantasma FC;Wagner Pinto;LAE;DEF;9;27;180000;R;;Brasil;70;100;;editado;2600
1570;D;br_D_asa;br_D_asa|leoprincipe;Fantasma FC;Fantasma FC;Igor Martins;LAD;DEF;9;32;140000;R;;Brasil;70;100;;editado;2600
1571;D;br_D_asa;br_D_asa|higorleite;Fantasma FC;Fantasma FC;Francisco Freitas;VOL;MID;9;22;160000;R;;Brasil;70;100;;editado;2600
1572;D;br_D_asa;br_D_asa|leobahia;Fantasma FC;Fantasma FC;Marcos Machado;MEI;MID;9;23;160000;R;;Brasil;70;100;;editado;2600
1573;D;br_D_asa;br_D_asa|nascimentodasilva;Fantasma FC;Fantasma FC;Wellington Dias;MEI;MID;9;21;160000;R;;Brasil;70;100;;editado;2600
1574;D;br_D_asa;br_D_asa|sammuel;Fantasma FC;Fantasma FC;Otávio Batista;MC;MID;9;24;170000;R;;Brasil;70;100;;editado;2600
1575;D;br_D_asa;br_D_asa|limavictor;Fantasma FC;Fantasma FC;Paulo Machado;PE;ATT;9;32;140000;R;;Brasil;70;100;;editado;2600
1576;D;br_D_asa;br_D_asa|ramosgustavo;Fantasma FC;Fantasma FC;Kaique Moreira;CA;ATT;9;25;170000;R;;Brasil;70;100;;editado;2600
1577;D;br_D_asa;br_D_asa|wandson;Fantasma FC;Fantasma FC;Márcio Xavier;SA;ATT;9;24;170000;R;;Brasil;70;100;;editado;2600
1578;D;br_D_asa;br_D_asa|cristianlucca;Fantasma FC;Fantasma FC;Felipe Silva;ZAG;DEF;8;33;110000;R;;Brasil;70;100;;editado;2200
1579;D;br_D_asa;br_D_asa|paulinho;Fantasma FC;Fantasma FC;Wagner Teixeira;ZAG;DEF;7;26;130000;R;;Brasil;70;100;;editado;1800
1580;D;br_D_asa;br_D_asa|defreitarodrigues;Fantasma FC;Fantasma FC;Gustavo Machado;GOL;GK;7;24;120000;L;;Brasil;70;100;;editado;1800
1581;D;br_D_asa;br_D_asa|juniorvicosa;Fantasma FC;Fantasma FC;Matheus Ferreira;PD;ATT;7;33;90000;L;;Brasil;70;100;;editado;1800
1582;D;br_D_capital;br_D_capital|alison;Distrito Central;Distrito Central;Danilo Teixeira;CA;ATT;12;30;260000;R;;Brasil;70;100;;editado;4200
1583;D;br_D_capital;br_D_capital|ingro;Distrito Central;Distrito Central;Jean Nunes;CA;ATT;12;23;280000;R;;Brasil;70;100;;editado;4200
1584;D;br_D_capital;br_D_capital|torrescarlos;Distrito Central;Distrito Central;Igor Gomes;PE;ATT;12;21;270000;R;;Brasil;70;100;;editado;4200
1585;D;br_D_capital;br_D_capital|luan;Distrito Central;Distrito Central;Nathan Rocha;GOL;GK;11;30;220000;R;;Brasil;70;100;;editado;3600
1586;D;br_D_capital;br_D_capital|ederlima;Distrito Central;Distrito Central;Diego Ferreira;ZAG;DEF;11;21;220000;L;;Brasil;70;100;;editado;3600
1587;D;br_D_capital;br_D_capital|genilson;Distrito Central;Distrito Central;Maicon Rodrigues;ZAG;DEF;10;21;180000;R;;Brasil;70;100;;editado;3000
1588;D;br_D_capital;br_D_capital|lessinho;Distrito Central;Distrito Central;Jonathan Peixoto;SA;ATT;10;23;190000;R;;Brasil;70;100;;editado;3000
1589;D;br_D_capital;br_D_capital|richardson;Distrito Central;Distrito Central;Palito;LAE;DEF;9;31;140000;R;;Brasil;70;100;;editado;2600
1590;D;br_D_capital;br_D_capital|lima;Distrito Central;Distrito Central;Vinícius Tavares;MEI;MID;9;29;160000;R;;Brasil;70;100;;editado;2600
1591;D;br_D_capital;br_D_capital|cesinha;Distrito Central;Distrito Central;Cícero Silva;PD;ATT;9;25;170000;R;;Brasil;70;100;;editado;2600
1592;D;br_D_capital;br_D_capital|gustavonescau;Distrito Central;Distrito Central;Fábio Cavalcanti;PE;ATT;9;32;140000;L;;Brasil;70;100;;editado;2600
1593;D;br_D_capital;br_D_capital|joaovillela;Distrito Central;Distrito Central;Hugo Gomes;ZAG;DEF;7;22;120000;R;;Brasil;70;100;;editado;1800
1594;D;br_D_capital;br_D_capital|renanluis;Distrito Central;Distrito Central;Adriano Siqueira;LAD;DEF;7;25;120000;R;;Brasil;70;100;;editado;1800
1595;D;br_D_capital;br_D_capital|delsinho;Distrito Central;Distrito Central;Gabriel Ribeiro;VOL;MID;7;22;120000;L;;Brasil;70;100;;editado;1800
1596;D;br_D_capital;br_D_capital|jeremias;Distrito Central;Distrito Central;Leandro Almeida;MC;MID;7;26;130000;R;;Brasil;70;100;;editado;1800
1597;D;br_D_capital;br_D_capital|matheuzinho;Distrito Central;Distrito Central;Jonathan Dias;VOL;MID;7;22;120000;R;;Brasil;70;100;;editado;1800
1598;D;br_D_capital;br_D_capital|rodrigo;Distrito Central;Distrito Central;Cícero Correia;MEI;MID;7;26;130000;L;;Brasil;70;100;;editado;1800
1599;D;br_D_capital;br_D_capital|matheusrocha;Distrito Central;Distrito Central;Felipe Oliveira;ZAG;DEF;7;19;110000;L;;Brasil;70;100;;editado;1800
1600;D;br_D_capital;br_D_capital|gustavosantos;Distrito Central;Distrito Central;Robinho Moreira;MC;MID;7;24;120000;R;;Brasil;70;100;;editado;1800
1601;D;br_D_capital;br_D_capital|henriquepereira;Distrito Central;Distrito Central;Wallace Ferreira;GOL;GK;7;24;120000;R;;Brasil;70;100;;editado;1800
1602;D;br_D_cianorte;br_D_cianorte|ibson;Leão Tricolor;Leão Tricolor;Antônio Gomes;VOL;MID;12;25;290000;R;;Brasil;70;100;;editado;4200
1603;D;br_D_cianorte;br_D_cianorte|wagnermanaus;Leão Tricolor;Leão Tricolor;Anderson Andrade;MC;MID;12;29;270000;R;;Brasil;70;100;;editado;4200
1604;D;br_D_cianorte;br_D_cianorte|pedoca;Leão Tricolor;Leão Tricolor;Yuri Correia;CA;ATT;12;26;290000;R;;Brasil;70;100;;editado;4200
1605;D;br_D_cianorte;br_D_cianorte|euller;Leão Tricolor;Leão Tricolor;Samuel Almeida;ZAG;DEF;10;29;180000;R;;Brasil;70;100;;editado;3000
1606;D;br_D_cianorte;br_D_cianorte|jackson;Leão Tricolor;Leão Tricolor;Danilo Freitas;LAE;DEF;10;31;160000;L;;Brasil;70;100;;editado;3000
1607;D;br_D_cianorte;br_D_cianorte|wesley;Leão Tricolor;Leão Tricolor;Adriano Batista;ZAG;DEF;10;25;190000;R;;Brasil;70;100;;editado;3000
1608;D;br_D_cianorte;br_D_cianorte|gabrielchagas;Leão Tricolor;Leão Tricolor;Vinícius Santos;VOL;MID;10;29;180000;R;;Brasil;70;100;;editado;3000
1609;D;br_D_cianorte;br_D_cianorte|felipelaurindo;Leão Tricolor;Leão Tricolor;Antônio Barbosa;PD;ATT;10;27;200000;L;;Brasil;70;100;;editado;3000
1610;D;br_D_cianorte;br_D_cianorte|robinho;Leão Tricolor;Leão Tricolor;Elias Xavier;SA;ATT;10;31;160000;R;;Brasil;70;100;;editado;3000
1611;D;br_D_cianorte;br_D_cianorte|cristovam;Leão Tricolor;Leão Tricolor;Hugo Teixeira;ZAG;DEF;9;26;170000;R;;Brasil;70;100;;editado;2600
1612;D;br_D_cianorte;br_D_cianorte|iagomotta;Leão Tricolor;Leão Tricolor;Kaique Siqueira;LAD;DEF;9;27;180000;R;;Brasil;70;100;;editado;2600
1613;D;br_D_cianorte;br_D_cianorte|felipegarcia;Leão Tricolor;Leão Tricolor;Pantera;GOL;GK;8;20;130000;R;;Brasil;70;100;;editado;2200
1614;D;br_D_cianorte;br_D_cianorte|pedroivo;Leão Tricolor;Leão Tricolor;Carlos Moreira;MEI;MID;8;22;140000;R;;Brasil;70;100;;editado;2200
1615;D;br_D_cianorte;br_D_cianorte|gabrielsilva;Leão Tricolor;Leão Tricolor;Fábio Xavier;MC;MID;7;29;120000;R;;Brasil;70;100;;editado;1800
1616;D;br_D_cianorte;br_D_cianorte|guilhermeluan;Leão Tricolor;Leão Tricolor;Flecha;MEI;MID;7;30;110000;R;;Brasil;70;100;;editado;1800
1617;D;br_D_cianorte;br_D_cianorte|dentinho;Leão Tricolor;Leão Tricolor;Gavião;CA;ATT;7;21;110000;R;;Brasil;70;100;;editado;1800
1618;D;br_D_cianorte;br_D_cianorte|luizfermando;Leão Tricolor;Leão Tricolor;Leonardo Silva;PE;ATT;7;22;120000;R;;Brasil;70;100;;editado;1800
1619;D;br_D_cianorte;br_D_cianorte|nathannascimento;Leão Tricolor;Leão Tricolor;Bruno Costa;GOL;GK;7;23;120000;R;;Brasil;70;100;;editado;1800
1620;D;br_D_cianorte;br_D_cianorte|matheussouza;Leão Tricolor;Leão Tricolor;Samuel Ferreira;ZAG;DEF;7;19;110000;R;;Brasil;70;100;;editado;1800
1621;D;br_D_cianorte;br_D_cianorte|danielpereira;Leão Tricolor;Leão Tricolor;Tiago Araújo;ZAG;DEF;6;24;100000;R;;Brasil;70;100;;editado;1400
1622;D;br_D_crac;br_D_crac|iagomartins;Catalão FC;Catalão FC;Vitor Teixeira;PD;ATT;12;32;230000;R;;Brasil;70;100;;editado;4200
1623;D;br_D_crac;br_D_crac|daniel;Catalão FC;Catalão FC;Marcos Rocha;ZAG;DEF;11;23;230000;R;;Brasil;70;100;;editado;3600
1624;D;br_D_crac;br_D_crac|jefferson;Catalão FC;Catalão FC;Eduardo Andrade;MC;MID;11;22;230000;L;;Brasil;70;100;;editado;3600
1625;D;br_D_crac;br_D_crac|tata;Catalão FC;Catalão FC;André Souza;VOL;MID;11;20;220000;L;;Brasil;70;100;;editado;3600
1626;D;br_D_crac;br_D_crac|robsonalemao;Catalão FC;Catalão FC;Rafael Pereira;MC;MID;10;20;170000;R;;Brasil;70;100;;editado;3000
1627;D;br_D_crac;br_D_crac|vitormota;Catalão FC;Catalão FC;Elástico;MC;MID;10;23;190000;R;;Brasil;70;100;;editado;3000
1628;D;br_D_crac;br_D_crac|rafhaellucas;Catalão FC;Catalão FC;Careca;CA;ATT;10;25;190000;L;;Brasil;70;100;;editado;3000
1629;D;br_D_crac;br_D_crac|airton;Catalão FC;Catalão FC;Danilo Costa;ZAG;DEF;9;25;170000;L;;Brasil;70;100;;editado;2600
1630;D;br_D_crac;br_D_crac|danrlei;Catalão FC;Catalão FC;Danilo Santos;LAD;DEF;9;29;160000;R;;Brasil;70;100;;editado;2600
1631;D;br_D_crac;br_D_crac|luansales;Catalão FC;Catalão FC;Nathan Teixeira;LAE;DEF;9;32;140000;R;;Brasil;70;100;;editado;2600
1632;D;br_D_crac;br_D_crac|caiocunha;Catalão FC;Catalão FC;Bruno Andrade;VOL;MID;9;27;180000;L;;Brasil;70;100;;editado;2600
1633;D;br_D_crac;br_D_crac|leoazevedo;Catalão FC;Catalão FC;Doidão;MEI;MID;9;28;170000;R;;Brasil;70;100;;editado;2600
1634;D;br_D_crac;br_D_crac|diasgregorio;Catalão FC;Catalão FC;Diego Barbosa;CA;ATT;9;29;160000;R;;Brasil;70;100;;editado;2600
1635;D;br_D_crac;br_D_crac|joaoveras;Catalão FC;Catalão FC;Nathan Martins;PE;ATT;9;20;150000;R;;Brasil;70;100;;editado;2600
1636;D;br_D_crac;br_D_crac|henrique;Catalão FC;Catalão FC;Raimundo Araújo;GOL;GK;8;31;120000;R;;Brasil;70;100;;editado;2200
1637;D;br_D_crac;br_D_crac|menezes;Catalão FC;Catalão FC;Robinho Carvalho;VOL;MID;8;31;120000;L;;Brasil;70;100;;editado;2200
1638;D;br_D_crac;br_D_crac|cleriston;Catalão FC;Catalão FC;Kaique Melo;GOL;GK;7;27;130000;R;;Brasil;70;100;;editado;1800
1639;D;br_D_crac;br_D_crac|riquelmo;Catalão FC;Catalão FC;Emerson Pereira;MEI;MID;7;30;110000;R;;Brasil;70;100;;editado;1800
1640;D;br_D_crac;br_D_crac|valterjunior;Catalão FC;Catalão FC;Jonathan Costa;SA;ATT;7;20;110000;R;;Brasil;70;100;;editado;1800
